ID,FILE,GROUP/OBJECTIVE,LABEL,SPECIAL FEATURE,TWM,NET,LANES,LOGIT,DEMAND,TRAFFIC,ROUTE_ALGO,TELEPORTING,TWM_FUNC,TWM_SIZE,EXPNUM,PAPERS,COMMENTS
558,radial16_M_Bastra_rand05x2_timeALL_fulltraffic_logit10_170112_005733,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 2 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,M,fulltraffic,Dijkstra,NO,normal(05),2,,,
559,radial16_M_Bastra_rand05x2_timeALL_fulltraffic_logit100_170112_005856,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 2 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,M,fulltraffic,Dijkstra,NO,normal(05),2,,,
560,radial16_M_Bastra_rand05x2_timeALL_fulltraffic_logit20_170112_010018,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 2 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,M,fulltraffic,Dijkstra,NO,normal(05),2,,,
561,radial16_M_Bastra_rand05x2_timeALL_fulltraffic_logit50_170112_010144,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 2 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,M,fulltraffic,Dijkstra,NO,normal(05),2,,,
562,radial16_M_Bastra_rand05x4_timeALL_fulltraffic_logit05_170112_010301,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 4 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,M,fulltraffic,Dijkstra,NO,normal(05),4,,,
563,radial16_M_Bastra_rand05x4_timeALL_fulltraffic_logit10_170112_010426,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 4 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,M,fulltraffic,Dijkstra,NO,normal(05),4,,,
564,radial16_M_Bastra_rand05x4_timeALL_fulltraffic_logit100_170112_010551,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 4 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,M,fulltraffic,Dijkstra,NO,normal(05),4,,,
565,radial16_M_Bastra_rand05x4_timeALL_fulltraffic_logit20_170112_010710,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 4 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,M,fulltraffic,Dijkstra,NO,normal(05),4,,,
566,radial16_M_Bastra_rand05x4_timeALL_fulltraffic_logit50_170112_010832,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 4 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,M,fulltraffic,Dijkstra,NO,normal(05),4,,,
567,radial16_M_Bastra_rand05x8_timeALL_fulltraffic_logit05_170112_010953,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 8 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,M,fulltraffic,Dijkstra,NO,normal(05),8,,,
568,radial16_M_Bastra_rand05x8_timeALL_fulltraffic_logit10_170112_011121,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 8 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,M,fulltraffic,Dijkstra,NO,normal(05),8,,,
569,radial16_M_Bastra_rand05x8_timeALL_fulltraffic_logit100_170112_011245,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 8 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,M,fulltraffic,Dijkstra,NO,normal(05),8,,,
570,radial16_M_Bastra_rand05x8_timeALL_fulltraffic_logit20_170112_011407,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 8 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,M,fulltraffic,Dijkstra,NO,normal(05),8,,,
571,radial16_M_Bastra_rand05x8_timeALL_fulltraffic_logit50_170112_011530,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 8 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,M,fulltraffic,Dijkstra,NO,normal(05),8,,,
572,radial16_M_Bastra_rand2x2_timeALL_fulltraffic_logit05_170112_011650,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 2 TWM - normal(2) - logit05 ,,TWM,Radial16,,logit05,M,fulltraffic,Dijkstra,NO,normal(2),2,,,
573,radial16_M_Bastra_rand2x2_timeALL_fulltraffic_logit10_170112_011812,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 2 TWM - normal(2) - logit10 ,,TWM,Radial16,,logit10,M,fulltraffic,Dijkstra,NO,normal(2),2,,,
574,radial16_M_Bastra_rand2x2_timeALL_fulltraffic_logit100_170112_011939,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 2 TWM - normal(2) - logit100 ,,TWM,Radial16,,logit100,M,fulltraffic,Dijkstra,NO,normal(2),2,,,
575,radial16_M_Bastra_rand2x2_timeALL_fulltraffic_logit20_170112_012101,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 2 TWM - normal(2) - logit20 ,,TWM,Radial16,,logit20,M,fulltraffic,Dijkstra,NO,normal(2),2,,,
576,radial16_M_Bastra_rand2x2_timeALL_fulltraffic_logit50_170112_012223,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 2 TWM - normal(2) - logit50 ,,TWM,Radial16,,logit50,M,fulltraffic,Dijkstra,NO,normal(2),2,,,
577,radial16_M_Bastra_rand2x4_timeALL_fulltraffic_logit05_170112_012345,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 4 TWM - normal(2) - logit05 ,,TWM,Radial16,,logit05,M,fulltraffic,Dijkstra,NO,normal(2),4,,,
578,radial16_M_Bastra_rand2x4_timeALL_fulltraffic_logit10_170112_012510,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 4 TWM - normal(2) - logit10 ,,TWM,Radial16,,logit10,M,fulltraffic,Dijkstra,NO,normal(2),4,,,
579,radial16_M_Bastra_rand2x4_timeALL_fulltraffic_logit100_170112_012636,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 4 TWM - normal(2) - logit100 ,,TWM,Radial16,,logit100,M,fulltraffic,Dijkstra,NO,normal(2),4,,,
580,radial16_M_Bastra_rand2x4_timeALL_fulltraffic_logit20_170112_012802,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 4 TWM - normal(2) - logit20 ,,TWM,Radial16,,logit20,M,fulltraffic,Dijkstra,NO,normal(2),4,,,
581,radial16_M_Bastra_rand2x4_timeALL_fulltraffic_logit50_170112_012930,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 4 TWM - normal(2) - logit50 ,,TWM,Radial16,,logit50,M,fulltraffic,Dijkstra,NO,normal(2),4,,,
582,radial16_L_Bastra_rand05x1_timeALL_fulltraffic_logit05_170112_013056,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 1 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,L,fulltraffic,Dijkstra,NO,normal(05),1,,,
583,radial16_L_Bastra_rand05x1_timeALL_fulltraffic_logit10_170112_013341,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 1 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,L,fulltraffic,Dijkstra,NO,normal(05),1,,,
584,radial16_L_Bastra_rand05x1_timeALL_fulltraffic_logit100_170112_014126,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 1 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,L,fulltraffic,Dijkstra,NO,normal(05),1,,,
585,radial16_L_Bastra_rand05x1_timeALL_fulltraffic_logit20_170112_014538,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 1 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,L,fulltraffic,Dijkstra,NO,normal(05),1,,,
586,radial16_L_Bastra_rand05x1_timeALL_fulltraffic_logit50_170112_015044,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 1 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,L,fulltraffic,Dijkstra,NO,normal(05),1,,,
587,radial16_L_Bastra_rand05x2_timeALL_fulltraffic_logit05_170112_015238,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 2 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,L,fulltraffic,Dijkstra,NO,normal(05),2,,,
588,radial16_L_Bastra_rand05x2_timeALL_fulltraffic_logit10_170112_015517,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 2 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,L,fulltraffic,Dijkstra,NO,normal(05),2,,,
589,radial16_L_Bastra_rand05x2_timeALL_fulltraffic_logit100_170112_015750,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 2 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,L,fulltraffic,Dijkstra,NO,normal(05),2,,,
590,radial16_L_Bastra_rand05x2_timeALL_fulltraffic_logit20_170112_015935,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 2 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,L,fulltraffic,Dijkstra,NO,normal(05),2,,,
591,radial16_L_Bastra_rand05x2_timeALL_fulltraffic_logit50_170112_020159,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 2 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,L,fulltraffic,Dijkstra,NO,normal(05),2,,,
592,radial16_L_Bastra_rand05x4_timeALL_fulltraffic_logit05_170112_021001,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 4 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,L,fulltraffic,Dijkstra,NO,normal(05),4,,,
593,radial16_L_Bastra_rand05x4_timeALL_fulltraffic_logit10_170112_021256,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 4 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,L,fulltraffic,Dijkstra,NO,normal(05),4,,,
594,radial16_L_Bastra_rand05x4_timeALL_fulltraffic_logit100_170112_021533,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 4 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,L,fulltraffic,Dijkstra,NO,normal(05),4,,,
595,radial16_L_Bastra_rand05x4_timeALL_fulltraffic_logit20_170112_021720,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 4 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,L,fulltraffic,Dijkstra,NO,normal(05),4,,,
596,radial16_L_Bastra_rand05x4_timeALL_fulltraffic_logit50_170112_022433,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 4 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,L,fulltraffic,Dijkstra,NO,normal(05),4,,,
597,radial16_L_Bastra_rand05x8_timeALL_fulltraffic_logit05_170112_022635,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 8 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,L,fulltraffic,Dijkstra,NO,normal(05),8,,,
598,radial16_L_Bastra_rand05x8_timeALL_fulltraffic_logit10_170112_022915,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 8 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,L,fulltraffic,Dijkstra,NO,normal(05),8,,,
599,radial16_L_Bastra_rand05x8_timeALL_fulltraffic_logit100_170112_023151,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 8 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,L,fulltraffic,Dijkstra,NO,normal(05),8,,,
600,radial16_L_Bastra_rand05x8_timeALL_fulltraffic_logit20_170112_023348,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 8 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,L,fulltraffic,Dijkstra,NO,normal(05),8,,,
601,radial16_L_Bastra_rand05x8_timeALL_fulltraffic_logit50_170112_023634,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 8 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,L,fulltraffic,Dijkstra,NO,normal(05),8,,,
602,radial16_L_Bastra_rand2x2_timeALL_fulltraffic_logit05_170112_023841,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 2 TWM - normal(2) - logit05 ,,TWM,Radial16,,logit05,L,fulltraffic,Dijkstra,NO,normal(2),2,,,
603,radial16_L_Bastra_rand2x2_timeALL_fulltraffic_logit10_170112_024334,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 2 TWM - normal(2) - logit10 ,,TWM,Radial16,,logit10,L,fulltraffic,Dijkstra,NO,normal(2),2,,,
604,radial16_L_Bastra_rand2x2_timeALL_fulltraffic_logit100_170112_024609,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 2 TWM - normal(2) - logit100 ,,TWM,Radial16,,logit100,L,fulltraffic,Dijkstra,NO,normal(2),2,,,
605,radial16_L_Bastra_rand2x2_timeALL_fulltraffic_logit20_170112_024808,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 2 TWM - normal(2) - logit20 ,,TWM,Radial16,,logit20,L,fulltraffic,Dijkstra,NO,normal(2),2,,,
606,radial16_L_Bastra_rand2x2_timeALL_fulltraffic_logit50_170112_025416,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 2 TWM - normal(2) - logit50 ,,TWM,Radial16,,logit50,L,fulltraffic,Dijkstra,NO,normal(2),2,,,
607,radial16_L_Bastra_rand2x4_timeALL_fulltraffic_logit05_170112_025627,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 4 TWM - normal(2) - logit05 ,,TWM,Radial16,,logit05,L,fulltraffic,Dijkstra,NO,normal(2),4,,,
608,radial16_L_Bastra_rand2x4_timeALL_fulltraffic_logit10_170112_025912,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 4 TWM - normal(2) - logit10 ,,TWM,Radial16,,logit10,L,fulltraffic,Dijkstra,NO,normal(2),4,,,
609,radial16_L_Bastra_rand2x4_timeALL_fulltraffic_logit100_170112_030549,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 4 TWM - normal(2) - logit100 ,,TWM,Radial16,,logit100,L,fulltraffic,Dijkstra,NO,normal(2),4,,,
610,radial16_L_Bastra_rand2x4_timeALL_fulltraffic_logit20_170112_030740,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 4 TWM - normal(2) - logit20 ,,TWM,Radial16,,logit20,L,fulltraffic,Dijkstra,NO,normal(2),4,,,
611,radial16_L_Bastra_rand2x4_timeALL_fulltraffic_logit50_170112_031439,RADIAL16 - Efecto trafico L en diferentes configuraciones,Radial16(L) 4 TWM - normal(2) - logit50 ,,TWM,Radial16,,logit50,L,fulltraffic,Dijkstra,NO,normal(2),4,,,
612,radial16_XL2_Bastra_rand05x1_timeALL_fulltraffic_logit05_170112_032025,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 1 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XL2,fulltraffic,Dijkstra,NO,normal(05),1,,,
613,radial16_XL2_Bastra_rand05x1_timeALL_fulltraffic_logit10_170112_033553,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 1 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XL2,fulltraffic,Dijkstra,NO,normal(05),1,,,
614,radial16_XL2_Bastra_rand05x1_timeALL_fulltraffic_logit100_170112_035126,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 1 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XL2,fulltraffic,Dijkstra,NO,normal(05),1,,,
615,radial16_XL2_Bastra_rand05x1_timeALL_fulltraffic_logit20_170112_040946,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 1 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XL2,fulltraffic,Dijkstra,NO,normal(05),1,,,
616,radial16_XL2_Bastra_rand05x1_timeALL_fulltraffic_logit50_170112_042434,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 1 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XL2,fulltraffic,Dijkstra,NO,normal(05),1,,,
617,radial16_XL2_Bastra_rand05x2_timeALL_fulltraffic_logit05_170112_044047,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 2 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XL2,fulltraffic,Dijkstra,NO,normal(05),2,,,
618,radial16_XL2_Bastra_rand05x2_timeALL_fulltraffic_logit10_170112_045651,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 2 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XL2,fulltraffic,Dijkstra,NO,normal(05),2,,,
619,radial16_XL2_Bastra_rand05x2_timeALL_fulltraffic_logit100_170112_051128,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 2 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XL2,fulltraffic,Dijkstra,NO,normal(05),2,,,
620,radial16_XL2_Bastra_rand05x2_timeALL_fulltraffic_logit20_170112_052741,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 2 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XL2,fulltraffic,Dijkstra,NO,normal(05),2,,,
621,radial16_XL2_Bastra_rand05x2_timeALL_fulltraffic_logit50_170112_054329,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 2 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XL2,fulltraffic,Dijkstra,NO,normal(05),2,,,
622,radial16_XL2_Bastra_rand05x4_timeALL_fulltraffic_logit05_170112_055700,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 4 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XL2,fulltraffic,Dijkstra,NO,normal(05),4,,,
623,radial16_XL2_Bastra_rand05x4_timeALL_fulltraffic_logit10_170112_061213,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 4 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XL2,fulltraffic,Dijkstra,NO,normal(05),4,,,
624,radial16_XL2_Bastra_rand05x4_timeALL_fulltraffic_logit100_170112_062626,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 4 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XL2,fulltraffic,Dijkstra,NO,normal(05),4,,,
625,radial16_XL2_Bastra_rand05x4_timeALL_fulltraffic_logit20_170112_064052,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 4 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XL2,fulltraffic,Dijkstra,NO,normal(05),4,,,
626,radial16_XL2_Bastra_rand05x4_timeALL_fulltraffic_logit50_170112_065703,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 4 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XL2,fulltraffic,Dijkstra,NO,normal(05),4,,,
627,radial16_XL2_Bastra_rand05x8_timeALL_fulltraffic_logit05_170112_094500,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 8 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
628,radial16_XL2_Bastra_rand05x8_timeALL_fulltraffic_logit10_170112_142512,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 8 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
629,radial16_XL2_Bastra_rand05x8_timeALL_fulltraffic_logit100_170112_144117,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 8 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
630,radial16_XL2_Bastra_rand05x8_timeALL_fulltraffic_logit20_170112_145550,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 8 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
631,radial16_XL2_Bastra_rand05x8_timeALL_fulltraffic_logit50_170112_150929,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 8 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
632,radial16_XL2_Bastra_rand2x2_timeALL_fulltraffic_logit05_170112_152321,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 2 TWM - normal(2) - logit05 ,,TWM,Radial16,,logit05,XL2,fulltraffic,Dijkstra,NO,normal(2),2,,,
633,radial16_XL2_Bastra_rand2x2_timeALL_fulltraffic_logit10_170112_153713,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 2 TWM - normal(2) - logit10 ,,TWM,Radial16,,logit10,XL2,fulltraffic,Dijkstra,NO,normal(2),2,,,
634,radial16_XL2_Bastra_rand2x2_timeALL_fulltraffic_logit100_170112_155127,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 2 TWM - normal(2) - logit100 ,,TWM,Radial16,,logit100,XL2,fulltraffic,Dijkstra,NO,normal(2),2,,,
635,radial16_XL2_Bastra_rand2x2_timeALL_fulltraffic_logit20_170112_160558,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 2 TWM - normal(2) - logit20 ,,TWM,Radial16,,logit20,XL2,fulltraffic,Dijkstra,NO,normal(2),2,,,
636,radial16_XL2_Bastra_rand2x2_timeALL_fulltraffic_logit50_170112_162104,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 2 TWM - normal(2) - logit50 ,,TWM,Radial16,,logit50,XL2,fulltraffic,Dijkstra,NO,normal(2),2,,,
637,radial16_XL2_Bastra_rand2x4_timeALL_fulltraffic_logit05_170112_163311,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 4 TWM - normal(2) - logit05 ,,TWM,Radial16,,logit05,XL2,fulltraffic,Dijkstra,NO,normal(2),4,,,
638,radial16_XL2_Bastra_rand2x4_timeALL_fulltraffic_logit10_170112_164810,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 4 TWM - normal(2) - logit10 ,,TWM,Radial16,,logit10,XL2,fulltraffic,Dijkstra,NO,normal(2),4,,,
639,radial16_XL2_Bastra_rand2x4_timeALL_fulltraffic_logit100_170112_170303,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 4 TWM - normal(2) - logit100 ,,TWM,Radial16,,logit100,XL2,fulltraffic,Dijkstra,NO,normal(2),4,,,
640,radial16_XL2_Bastra_rand2x4_timeALL_fulltraffic_logit20_170112_171722,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 4 TWM - normal(2) - logit20 ,,TWM,Radial16,,logit20,XL2,fulltraffic,Dijkstra,NO,normal(2),4,,,
641,radial16_XL2_Bastra_rand2x4_timeALL_fulltraffic_logit50_170112_173237,RADIAL16 - Efecto trafico XL2,Radial16(XL2) 4 TWM - normal(2) - logit50 ,,TWM,Radial16,,logit50,XL2,fulltraffic,Dijkstra,NO,normal(2),4,,,
642,radial16_noBastra_L_fulltraffic_170115_222202,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(L)  No TWM -  -  ,,No TWM,Radial16,,,L,fulltraffic,Dijkstra,NO,,,,,
643,radial16_L_Bastra_rand05x8_timeALL_fulltraffic_logit50_170115_222455,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(L) 8 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,L,fulltraffic,Dijkstra,NO,normal(05),8,,,
644,radial16_noBastra_XL2_fulltraffic_170115_223107,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XL2)  No TWM -  -  ,,No TWM,Radial16,,,XL2,fulltraffic,Dijkstra,NO,,,,,
645,radial16_XL2_Bastra_rand05x8_timeALL_fulltraffic_logit50_170115_223333,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XL2) 8 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
646,radial16_noBastra_XXL_fulltraffic_170115_225021,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL)  No TWM -  -  ,,No TWM,Radial16,,,XXL,fulltraffic,Dijkstra,NO,,,,,
647,radial16_noBastra_XXL_fulltraffic_170115_225722,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL)  No TWM -  -  ,,No TWM,Radial16,,,XXL,fulltraffic,Dijkstra,NO,,,,,
650,radial16_XXL_noBastra_nomaps_fulltraffic_170125_231820,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL)  No TWM -  -  ,,No TWM,Radial16,,,XXL,fulltraffic,Dijkstra,NO,,,,,
651,radial16_XXL_Bastra_rand05x1_timeALL_fulltraffic_logit50_170116_002248,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 1 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XXL,fulltraffic,Dijkstra,NO,normal(05),1,,,
652,radial16_XXL_Bastra_rand05x1_timeALL_fulltraffic_logit100_170116_002704,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 1 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XXL,fulltraffic,Dijkstra,NO,normal(05),1,,,
653,radial16_XXL_Bastra_rand05x2_timeALL_fulltraffic_logit05_170116_003203,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 2 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XXL,fulltraffic,Dijkstra,NO,normal(05),2,,,
654,radial16_XXL_Bastra_rand05x2_timeALL_fulltraffic_logit10_170116_003557,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 2 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XXL,fulltraffic,Dijkstra,NO,normal(05),2,,,
655,radial16_XXL_Bastra_rand05x2_timeALL_fulltraffic_logit20_170116_003955,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 2 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XXL,fulltraffic,Dijkstra,NO,normal(05),2,,,
656,radial16_XXL_Bastra_rand05x2_timeALL_fulltraffic_logit50_170116_004349,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 2 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XXL,fulltraffic,Dijkstra,NO,normal(05),2,,,
657,radial16_XXL_Bastra_rand05x2_timeALL_fulltraffic_logit100_170116_004745,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 2 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XXL,fulltraffic,Dijkstra,NO,normal(05),2,,,
658,radial16_XXL_Bastra_rand05x4_timeALL_fulltraffic_logit05_170116_005211,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 4 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XXL,fulltraffic,Dijkstra,NO,normal(05),4,,,
659,radial16_XXL_Bastra_rand05x4_timeALL_fulltraffic_logit10_170116_005608,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 4 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XXL,fulltraffic,Dijkstra,NO,normal(05),4,,,
660,radial16_XXL_Bastra_rand05x4_timeALL_fulltraffic_logit20_170116_010004,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 4 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XXL,fulltraffic,Dijkstra,NO,normal(05),4,,,
