,taz,x,y
27512808,,-3.672902,40.438434
27512858,,-3.66986,40.436182
27512859,,-3.669968,40.43571
27512860,,-3.670304,40.434633
27512870,,-3.674479,40.43451
27512872,1007,-3.67644,40.43664
2757612347,,-3.681595,40.42409
2800120685,,-3.671658,40.436468
28096482,,-3.684018,40.426323
28096483,,-3.681309,40.427588
28096484,,-3.681099,40.430177
28096485,,-3.679823,40.42989
28096486,,-3.680123,40.426139
28096488,,-3.682892,40.423715
28096489,,-3.680012,40.427533
28096490,,-3.674027,40.425849
28096491,,-3.681196,40.428986
28096492,,-3.679901,40.428923
28096493,,-3.680992,40.431434
28096494,,-3.679704,40.431372
28096599,,-3.680197,40.430051
28096602,,-3.679505,40.430412
28096606,,-3.679284,40.43017
28096607,,-3.679308,40.429983
28096612,,-3.679948,40.429794
28096615,,-3.678127,40.431297
28096619,,-3.678338,40.428839
28096620,,-3.682452,40.429043
28096621,,-3.682353,40.430234
28096622,,-3.682248,40.431494
28096708,,-3.679778,40.43046
28096709,,-3.679833,40.429763
28096710,,-3.678575,40.426065
28096711,,-3.681422,40.4262
28096713,,-3.686385,40.426436
28096714,,-3.685247,40.426386
28096715,,-3.682683,40.42626
28096716,,-3.682568,40.427642
28096717,,-3.683926,40.427701
28096718,,-3.685085,40.427764
28096719,,-3.686185,40.427809
28096821,,-3.68598,40.429219
28096822,,-3.684934,40.429157
28096828,,-3.675386,40.428695
28096832,,-3.675501,40.427301
28096835,,-3.673906,40.427223
28096837,,-3.673783,40.428625
28096838,,-3.673679,40.429808
28096839,,-3.673949,40.426704
28096841,1001,-3.672435,40.426636
28096844,1001,-3.672403,40.427149
28096856,,-3.675288,40.429887
28096857,,-3.675182,40.431156
28096858,,-3.673593,40.431077
28096859,,-3.672088,40.431009
28096860,1002,-3.673477,40.432269
28096862,1002,-3.673466,40.432402
28096866,1002,-3.675073,40.43249
28096868,1002,-3.675085,40.432336
28096875,,-3.678025,40.432488
28096877,,-3.678004,40.432618
28096881,,-3.684697,40.431611
28096888,,-3.680889,40.432759
28096889,,-3.680895,40.432628
28096905,,-3.685605,40.432857
28096922,,-3.685701,40.431659
28097220,,-3.685803,40.430405
28097221,,-3.684802,40.430353
28097222,,-3.6837,40.430296
28097223,,-3.675614,40.425924
28097224,,-3.678456,40.427458
28097226,1001,-3.672284,40.428546
28097323,1001,-3.672187,40.429735
28097324,,-3.686796,40.431711
2815876158,,-3.673321,40.438975
2827804125,,-3.688103,40.425362
2849943990,1007,-3.680502,40.437476
2937808207,1007,-3.676386,40.435125
2937808257,1007,-3.679072,40.437404
2937808258,1007,-3.679193,40.437502
2937808259,1007,-3.681739,40.437635
29480652,,-3.678235,40.430031
29481078,1001,-3.670569,40.429665
29484166,,-3.672688,40.423213
29484167,,-3.674259,40.423293
29484169,,-3.677349,40.42345
29484171,,-3.680281,40.423578
29484172,,-3.681632,40.423648
29491599,,-3.677867,40.424896
29491601,,-3.677958,40.423785
29494009,,-3.678732,40.424165
29513466,,-3.674904,40.434516
29596137,,-3.671796,40.438375
29596138,,-3.672284,40.437952
29598788,1000,-3.67885,40.422626
29739490,1007,-3.686227,40.438403
29739491,1007,-3.686318,40.437374
29739493,1007,-3.686427,40.436309
29739615,,-3.683779,40.429108
29739616,,-3.683608,40.431559
29739617,,-3.6835,40.432755
29739619,,-3.683329,40.434942
29739621,1007,-3.683078,40.43772
29741509,,-3.676611,40.43242
29741510,,-3.6766,40.432548
29741511,,-3.677143,40.425997
29741513,,-3.677029,40.427382
29741514,,-3.676914,40.428768
29741515,,-3.676815,40.429962
29741516,,-3.676709,40.431229
29802991,,-3.679609,40.432566
29802998,,-3.679519,40.43369
29802999,,-3.679418,40.434754
29803001,1007,-3.679204,40.43741
300751449,,-3.689348,40.427898
3017747114,,-3.668995,40.421227
3123582318,1001,-3.669042,40.428611
3123582328,1001,-3.669323,40.428481
3123584897,,-3.671568,40.431501
3127903722,,-3.674202,40.434444
3127903724,,-3.67435,40.43459
315280741,,-3.675801,40.423837
319711753,,-3.675058,40.425078
319711767,,-3.676606,40.424375
319711768,,-3.67755,40.42396
319711771,,-3.676264,40.424809
319711772,,-3.675704,40.42501
319711777,,-3.675781,40.424078
319711778,,-3.675831,40.423473
319946604,1001,-3.669973,40.429674
3212228440,,-3.67399,40.434233
3216764228,1007,-3.685289,40.437901
3235382373,1004,-3.688645,40.420601
3235382374,1004,-3.689276,40.420056
3235382375,1004,-3.687986,40.420201
3235382376,,-3.687932,40.420045
3260603582,1002,-3.673396,40.433448
3268713820,,-3.683476,40.433042
